cell,cell_x,cell_y,gene_A,gene_B,r_check,gene_A_count,gene_B_count,colocalization_count
114_472,-55168.20913461538,1123.8092548076925,Gabra2,Gabrb1,0.5,4,1,0
114_473,-55098.828125,1123.3825721153846,Gabra2,Gabrb1,0.5,0,2,0
114_474,-55246.39423076923,1116.6451923076922,Gabra2,Gabrb1,0.5,1,0,0
114_475,-55125.060096153844,1123.1025240384615,Gabra2,Gabrb1,0.5,1,2,0
114_476,-55116.51442307692,1123.3344951923077,Gabra2,Gabrb1,0.5,3,2,0
114_477,-55200.65504807692,1122.9841346153846,Gabra2,Gabrb1,0.5,1,0,0
114_478,-55224.32692307692,1120.933052884615,Gabra2,Gabrb1,0.5,6,0,0
114_479,-55233.34134615384,1120.8381009615384,Gabra2,Gabrb1,0.5,1,0,0
114_480,-55214.62740384616,1119.5213942307691,Gabra2,Gabrb1,0.5,2,4,0
114_481,-55219.80769230769,1121.433052884615,Gabra2,Gabrb1,0.5,0,1,0
114_482,-55206.91105769231,1120.9558894230768,Gabra2,Gabrb1,0.5,4,0,0
114_484,-55108.449519230766,1118.9919471153846,Gabra2,Gabrb1,0.5,0,1,0
114_485,-55082.07932692308,1119.0003605769232,Gabra2,Gabrb1,0.5,0,1,0
114_486,-55139.96394230769,1119.3356971153846,Gabra2,Gabrb1,0.5,3,1,1
114_487,-55034.65144230769,1120.3056490384615,Gabra2,Gabrb1,0.5,0,2,0
114_488,-55015.17427884615,1112.8152644230768,Gabra2,Gabrb1,0.5,3,0,0
114_489,-55074.12259615384,1118.058653846154,Gabra2,Gabrb1,0.5,0,1,0
114_490,-55159.05649038461,1119.0532451923077,Gabra2,Gabrb1,0.5,1,2,0
114_491,-55091.33413461538,1117.3435096153844,Gabra2,Gabrb1,0.5,0,1,0
114_493,-55196.59855769231,1112.7203125,Gabra2,Gabrb1,0.5,4,4,0
114_495,-55164.74759615384,1115.389783653846,Gabra2,Gabrb1,0.5,3,0,0
114_496,-55147.25961538461,1117.9721153846153,Gabra2,Gabrb1,0.5,1,3,0
114_497,-55271.34615384615,1115.7876201923077,Gabra2,Gabrb1,0.5,0,0,0
114_498,-55128.17307692308,1115.6626201923077,Gabra2,Gabrb1,0.5,3,0,0
114_499,-55254.49519230769,1110.3314903846153,Gabra2,Gabrb1,0.5,2,3,0
114_500,-55115.054086538454,1114.7263221153846,Gabra2,Gabrb1,0.5,1,2,0
114_501,-55063.52163461538,1111.5436298076922,Gabra2,Gabrb1,0.5,11,7,3
114_503,-55220.19230769231,1113.9600961538463,Gabra2,Gabrb1,0.5,4,1,0
114_504,-55207.39182692308,1113.2341346153844,Gabra2,Gabrb1,0.5,4,1,0
114_505,-55170.61298076923,1114.4871394230768,Gabra2,Gabrb1,0.5,0,5,0
114_507,-55235.15625,1110.6842548076922,Gabra2,Gabrb1,0.5,7,2,2
114_508,-55100.15625,1108.4871394230772,Gabra2,Gabrb1,0.5,11,5,0
114_509,-55227.45192307692,1111.1439903846153,Gabra2,Gabrb1,0.5,3,1,0
114_510,-55280.558894230766,1111.8555288461537,Gabra2,Gabrb1,0.5,1,0,0
114_511,-55029.72355769231,1108.6998798076922,Gabra2,Gabrb1,0.5,0,2,0
114_512,-55176.86298076923,1107.4294471153846,Gabra2,Gabrb1,0.5,4,0,0
114_513,-55149.33894230769,1108.7443509615384,Gabra2,Gabrb1,0.5,1,0,0
114_514,-55083.42548076923,1111.3417067307691,Gabra2,Gabrb1,0.5,2,0,0
114_515,-55266.57451923077,1102.4655048076925,Gabra2,Gabrb1,0.5,3,1,0
114_516,-55120.366586538454,1108.1662259615382,Gabra2,Gabrb1,0.5,1,3,0
114_517,-55187.554086538454,1107.4504807692306,Gabra2,Gabrb1,0.5,2,5,0
114_518,-55089.09254807692,1107.7834134615382,Gabra2,Gabrb1,0.5,1,4,0
114_519,-55073.06490384616,1108.8741586538463,Gabra2,Gabrb1,0.5,4,1,0
114_520,-55165.93749999999,1103.511177884615,Gabra2,Gabrb1,0.5,6,2,0
114_521,-55109.79567307692,1105.7792067307691,Gabra2,Gabrb1,0.5,3,7,0
114_522,-55050.42067307692,1106.6409855769232,Gabra2,Gabrb1,0.5,0,1,0
114_524,-55137.86057692308,1106.2984375,Gabra2,Gabrb1,0.5,4,0,0
114_526,-55244.75961538462,1100.797235576923,Gabra2,Gabrb1,0.5,1,5,0
114_527,-55213.68990384616,1104.136177884615,Gabra2,Gabrb1,0.5,13,0,0
114_528,-55282.10336538461,1101.9763221153844,Gabra2,Gabrb1,0.5,0,0,0
114_529,-55199.51923076923,1103.2155048076922,Gabra2,Gabrb1,0.5,3,2,0
114_530,-55256.77884615384,1098.979927884615,Gabra2,Gabrb1,0.5,3,0,0
114_531,-55233.71394230769,1101.7275240384615,Gabra2,Gabrb1,0.5,0,1,0
114_532,-55272.92067307692,1095.8465144230768,Gabra2,Gabrb1,0.5,6,3,0
114_533,-55224.93990384615,1101.5334134615382,Gabra2,Gabrb1,0.5,1,3,0
114_535,-55142.43990384615,1099.330889423077,Gabra2,Gabrb1,0.5,3,1,0
114_537,-55159.15865384616,1094.9594951923077,Gabra2,Gabrb1,0.5,6,2,0
114_538,-55044.95192307692,1097.734735576923,Gabra2,Gabrb1,0.5,7,2,0
114_539,-55131.97115384615,1098.5075721153846,Gabra2,Gabrb1,0.5,3,1,0
114_541,-55187.89663461538,1097.957091346154,Gabra2,Gabrb1,0.5,4,5,0
114_542,-55122.52403846154,1097.7485576923077,Gabra2,Gabrb1,0.5,3,6,4
114_543,-55096.23798076923,1100.136177884615,Gabra2,Gabrb1,0.5,4,0,0
114_544,-55087.96875,1097.859735576923,Gabra2,Gabrb1,0.5,6,11,0
114_546,-55177.87259615384,1097.2155048076922,Gabra2,Gabrb1,0.5,2,7,0
114_547,-55215.49278846154,1093.8969951923077,Gabra2,Gabrb1,0.5,4,1,0
114_548,-55169.06249999999,1094.1325721153846,Gabra2,Gabrb1,0.5,3,2,0
114_549,-55235.49278846153,1095.9450721153846,Gabra2,Gabrb1,0.5,0,1,0
114_550,-55206.14182692307,1093.5616586538465,Gabra2,Gabrb1,0.5,2,1,0
114_552,-55150.03605769231,1090.0484374999999,Gabra2,Gabrb1,0.5,0,0,0
114_553,-55263.707932692305,1090.2810096153844,Gabra2,Gabrb1,0.5,3,3,0
114_554,-55194.79567307692,1089.0838942307691,Gabra2,Gabrb1,0.5,4,2,0
114_557,-55226.43028846154,1092.1349759615384,Gabra2,Gabrb1,0.5,3,2,0
114_559,-55280.61298076923,1089.9138221153846,Gabra2,Gabrb1,0.5,0,0,0
114_560,-55252.34375,1089.5009615384615,Gabra2,Gabrb1,0.5,2,3,0
114_562,-55243.22115384615,1089.8188701923077,Gabra2,Gabrb1,0.5,5,2,0
114_563,-55129.260817307695,1088.3056490384615,Gabra2,Gabrb1,0.5,5,4,1
114_564,-55091.92307692307,1089.011177884615,Gabra2,Gabrb1,0.5,4,3,0
114_566,-55177.05528846153,1086.0911057692306,Gabra2,Gabrb1,0.5,1,0,0
114_567,-55105.75721153846,1086.634375,Gabra2,Gabrb1,0.5,5,5,2
114_568,-55219.29086538462,1084.5832932692308,Gabra2,Gabrb1,0.5,3,0,0
114_569,-55141.05769230769,1083.9354567307694,Gabra2,Gabrb1,0.5,3,3,0
114_571,-55273.125,1082.9721153846153,Gabra2,Gabrb1,0.5,3,2,0
114_572,-55209.31490384615,1084.7473557692306,Gabra2,Gabrb1,0.5,1,0,0
114_573,-55187.01923076923,1083.6007211538463,Gabra2,Gabrb1,0.5,3,2,0
114_574,-55167.602163461546,1082.3897836538463,Gabra2,Gabrb1,0.5,8,3,0
114_576,-54999.96995192308,1086.5850961538463,Gabra2,Gabrb1,0.5,0,0,0
114_578,-55229.30288461538,1082.643389423077,Gabra2,Gabrb1,0.5,5,7,3
114_579,-55236.49038461538,1082.827283653846,Gabra2,Gabrb1,0.5,2,2,0
114_580,-55086.63461538461,1081.7984375,Gabra2,Gabrb1,0.5,1,1,0
114_582,-55044.96394230769,1081.1830528846153,Gabra2,Gabrb1,0.5,0,1,0
114_583,-55281.61057692308,1080.2227163461537,Gabra2,Gabrb1,0.5,1,2,0
114_584,-55264.72355769231,1080.4384615384615,Gabra2,Gabrb1,0.5,2,0,0
114_585,-55247.42788461538,1080.339302884615,Gabra2,Gabrb1,0.5,0,0,0
114_587,-55199.19471153846,1078.9270432692308,Gabra2,Gabrb1,0.5,1,1,0
114_588,-55255.74519230769,1077.4949519230768,Gabra2,Gabrb1,0.5,1,3,0
114_589,-55158.73798076923,1075.2251201923077,Gabra2,Gabrb1,0.5,2,2,0
114_590,-55024.92788461538,1075.8212740384615,Gabra2,Gabrb1,0.5,2,0,0
114_591,-55176.64663461538,1072.4751201923077,Gabra2,Gabrb1,0.5,8,7,0
114_592,-55192.554086538454,1074.945673076923,Gabra2,Gabrb1,0.5,4,5,0
114_594,-55205.20432692307,1072.4090144230768,Gabra2,Gabrb1,0.5,5,2,1
114_595,-55149.95192307692,1072.4006009615384,Gabra2,Gabrb1,0.5,4,4,0
114_598,-55269.435096153844,1071.897596153846,Gabra2,Gabrb1,0.5,3,1,0
114_599,-55244.855769230766,1071.460096153846,Gabra2,Gabrb1,0.5,3,2,0
114_600,-55284.44110576922,1069.8080528846153,Gabra2,Gabrb1,0.5,0,0,0
114_601,-55224.65144230769,1071.6001201923077,Gabra2,Gabrb1,0.5,6,1,0
114_602,-55134.669471153844,1067.742548076923,Gabra2,Gabrb1,0.5,11,3,0
114_603,-55277.92067307692,1069.3801682692308,Gabra2,Gabrb1,0.5,7,4,1
114_605,-55260.70913461538,1069.441466346154,Gabra2,Gabrb1,0.5,5,3,0
114_607,-55235.51682692308,1066.9306490384615,Gabra2,Gabrb1,0.5,2,5,0
114_608,-55064.42307692308,1064.0322115384615,Gabra2,Gabrb1,0.5,0,7,0
114_610,-55190.68509615384,1065.8290865384615,Gabra2,Gabrb1,0.5,3,1,0
114_612,-55206.75480769231,1063.3332932692308,Gabra2,Gabrb1,0.5,3,1,0
114_614,-55267.06730769231,1062.3356971153844,Gabra2,Gabrb1,0.5,6,5,0
114_615,-55255.86538461538,1061.6013221153846,Gabra2,Gabrb1,0.5,7,2,0
114_616,-55245.14423076923,1061.0484375,Gabra2,Gabrb1,0.5,1,1,0
114_617,-55220.45072115384,1062.9721153846153,Gabra2,Gabrb1,0.5,9,3,2
114_619,-55280.9375,1059.5790865384615,Gabra2,Gabrb1,0.5,4,2,0
114_620,-55227.355769230766,1059.205889423077,Gabra2,Gabrb1,0.5,3,1,0
114_622,-55234.56730769231,1057.961298076923,Gabra2,Gabrb1,0.5,3,0,0
114_624,-55183.84615384615,1055.1349759615382,Gabra2,Gabrb1,0.5,2,5,0
114_625,-55273.01682692308,1055.589903846154,Gabra2,Gabrb1,0.5,0,4,0
114_627,-55261.45432692307,1053.1013221153846,Gabra2,Gabrb1,0.5,2,0,0
114_630,-55240.25240384616,1050.7353365384615,Gabra2,Gabrb1,0.5,0,4,0
114_631,-55221.11778846154,1052.3453125,Gabra2,Gabrb1,0.5,4,0,0
114_632,-55251.63461538461,1049.5760817307691,Gabra2,Gabrb1,0.5,2,2,0
114_635,-55276.63461538461,1047.737139423077,Gabra2,Gabrb1,0.5,5,0,0
114_639,-55284.30288461538,1045.5352163461537,Gabra2,Gabrb1,0.5,3,0,0
114_646,-55257.63221153846,1040.8585336538463,Gabra2,Gabrb1,0.5,6,1,0
114_648,-55279.72355769231,1039.0989182692308,Gabra2,Gabrb1,0.5,4,0,0
114_650,-55227.86057692308,1041.7203125,Gabra2,Gabrb1,0.5,4,0,0
114_651,-55093.96634615384,1038.3783653846153,Gabra2,Gabrb1,0.5,0,2,0
114_652,-55017.872596153844,1037.6866586538463,Gabra2,Gabrb1,0.5,0,0,0
114_656,-55005.859375,1034.3453125,Gabra2,Gabrb1,0.5,0,0,0
114_662,-55052.57211538462,1026.752764423077,Gabra2,Gabrb1,0.5,3,1,0
114_675,-55126.47836538461,1015.1662259615384,Gabra2,Gabrb1,0.5,0,0,0
114_678,-55236.10576923077,1015.055048076923,Gabra2,Gabrb1,0.5,5,0,0
114_683,-55018.68990384615,1009.5207932692308,Gabra2,Gabrb1,0.5,0,1,0
114_693,-55058.94230769231,1003.4510817307691,Gabra2,Gabrb1,0.5,1,1,0
114_695,-55072.07932692308,1002.6806490384615,Gabra2,Gabrb1,0.5,0,0,0
115_261,-55165.588942307695,1491.9302884615386,Gabra2,Gabrb1,0.5,0,4,0
115_265,-55067.512019230766,1480.3197115384614,Gabra2,Gabrb1,0.5,0,1,0
115_268,-55078.04086538461,1473.1370192307693,Gabra2,Gabrb1,0.5,1,1,0
115_270,-55096.69471153846,1469.342548076923,Gabra2,Gabrb1,0.5,0,0,0
115_271,-55246.81490384615,1467.030048076923,Gabra2,Gabrb1,0.5,3,0,0
115_276,-55198.25721153846,1455.9423076923078,Gabra2,Gabrb1,0.5,2,1,0
115_285,-55090.37259615384,1437.0913461538462,Gabra2,Gabrb1,0.5,1,0,0
115_286,-55133.762019230766,1432.7253605769229,Gabra2,Gabrb1,0.5,1,0,0
115_288,-55189.41105769231,1430.876201923077,Gabra2,Gabrb1,0.5,0,0,0
115_290,-55238.06490384616,1426.9086538461538,Gabra2,Gabrb1,0.5,0,5,0
115_421,-55108.18509615384,1488.5348557692307,Gabra2,Gabrb1,0.5,0,0,0
115_422,-55237.325721153844,1481.4657451923076,Gabra2,Gabrb1,0.5,1,0,0
115_423,-55087.56610576922,1484.8317307692307,Gabra2,Gabrb1,0.5,0,3,0
115_424,-55264.09855769231,1473.0540865384614,Gabra2,Gabrb1,0.5,0,0,0
115_425,-55014.387019230766,1477.53125,Gabra2,Gabrb1,0.5,0,0,0
115_428,-55281.20192307692,1472.7127403846152,Gabra2,Gabrb1,0.5,0,0,0
115_433,-55041.658653846156,1452.7415865384614,Gabra2,Gabrb1,0.5,0,0,0
115_434,-55152.28365384615,1449.9302884615383,Gabra2,Gabrb1,0.5,0,0,0
115_435,-55064.591346153844,1449.5594951923076,Gabra2,Gabrb1,0.5,1,3,0
115_436,-55143.14903846154,1443.7139423076924,Gabra2,Gabrb1,0.5,0,0,0
115_439,-55184.24278846154,1436.6766826923076,Gabra2,Gabrb1,0.5,0,1,0
115_440,-55150.27644230769,1433.7806490384614,Gabra2,Gabrb1,0.5,1,3,0
115_441,-55110.52884615384,1431.359375,Gabra2,Gabrb1,0.5,0,0,0
115_443,-55013.515625,1431.2277644230767,Gabra2,Gabrb1,0.5,0,0,0
115_449,-55066.76081730769,1421.7704326923076,Gabra2,Gabrb1,0.5,0,0,0
